,Province/State,Confirmed,Deaths,Recovered,Days_since_start,Abbreviation,Population,Rate,Death Rate
853,Tennessee,5132,106,1386,81,TN,6829174,66,27
854,Tennessee,4891,98,1145,80,TN,6829174,65,26
855,Tennessee,4634,94,627,79,TN,6829174,65,26
856,Tennessee,4363,80,627,78,TN,6829174,64,24
857,Tennessee,4139,72,356,77,TN,6829174,64,23
858,Tennessee,3802,65,356,76,TN,6829174,63,22
859,Tennessee,3633,53,248,75,TN,6829174,62,20
860,Tennessee,3322,50,248,74,TN,6829174,61,19
861,Tennessee,3068,44,248,73,TN,6829174,61,18
862,Tennessee,2845,36,184,72,TN,6829174,60,16
863,Tennessee,2933,24,170,71,TN,6829174,60,12
864,Tennessee,2391,23,0,70,TN,6829174,58,12
865,Tennessee,1937,14,0,69,TN,6829174,56,7
866,Tennessee,1723,8,0,68,TN,6829174,55,1
867,Tennessee,1512,7,0,67,TN,6829174,53,0
868,Tennessee,1321,6,0,66,TN,6829174,52,-1
869,Tennessee,1099,3,0,65,TN,6829174,50,-8
870,Tennessee,917,3,0,64,TN,6829174,48,-8
871,Tennessee,773,2,0,63,TN,6829174,47,-12
872,Tennessee,615,2,0,62,TN,6829174,45,-12
873,Tennessee,505,2,0,61,TN,6829174,43,-12
874,Tennessee,371,1,0,60,TN,6829174,39,-19
875,Tennessee,263,1,0,59,TN,6829174,36,-19
876,Tennessee,132,0,0,58,TN,6829174,29,0
877,Tennessee,100,0,0,57,TN,6829174,26,0
878,Tennessee,78,0,0,56,TN,6829174,24,0
879,Tennessee,52,0,0,55,TN,6829174,20,0
880,Tennessee,39,0,0,54,TN,6829174,17,0
881,Tennessee,32,0,0,53,TN,6829174,15,0
882,Tennessee,26,0,0,52,TN,6829174,13,0
883,Tennessee,18,0,0,51,TN,6829174,9,0
884,Tennessee,9,0,0,50,TN,6829174,2,0
885,Tennessee,7,0,0,49,TN,6829174,0,0
886,Tennessee,4,0,0,48,TN,6829174,-5,0
887,Tennessee,3,0,0,47,TN,6829174,-8,0
888,Tennessee,1,0,0,46,TN,6829174,-19,0
889,Tennessee,1,0,0,45,TN,6829174,-19,0
890,Tennessee,1,0,0,44,TN,6829174,-19,0
891,Virginia,5274,141,2,83,VA,8535519,64,28
892,Virginia,5274,141,2,82,VA,8535519,64,28
893,Virginia,5077,130,2,81,VA,8535519,63,27
894,Virginia,4509,121,2,80,VA,8535519,62,26
895,Virginia,4042,109,2,79,VA,8535519,61,25
896,Virginia,3645,75,2,78,VA,8535519,60,21
897,Virginia,3335,66,2,77,VA,8535519,59,20
898,Virginia,2878,66,2,76,VA,8535519,58,20
899,Virginia,2640,52,2,75,VA,8535519,57,18
900,Virginia,2407,52,2,74,VA,8535519,56,18
901,Virginia,2012,47,2,73,VA,8535519,54,17
902,Virginia,1706,41,2,72,VA,8535519,52,15
903,Virginia,1484,35,2,71,VA,8535519,51,14
904,Virginia,1250,27,0,70,VA,8535519,49,11
905,Virginia,1020,25,0,69,VA,8535519,47,10
906,Virginia,890,24,0,68,VA,8535519,46,10
907,Virginia,740,17,0,67,VA,8535519,44,6
908,Virginia,610,16,0,66,VA,8535519,42,6
909,Virginia,471,14,0,65,VA,8535519,40,4
910,Virginia,399,13,0,64,VA,8535519,38,4
911,Virginia,305,9,0,63,VA,8535519,35,0
912,Virginia,254,7,0,62,VA,8535519,33,-1
913,Virginia,221,6,0,61,VA,8535519,32,-3
914,Virginia,158,3,0,60,VA,8535519,29,-10
915,Virginia,125,2,0,59,VA,8535519,26,-14
916,Virginia,104,2,0,58,VA,8535519,25,-14
917,Virginia,79,2,0,57,VA,8535519,22,-14
918,Virginia,67,2,0,56,VA,8535519,20,-14
919,Virginia,52,2,0,55,VA,8535519,18,-14
920,Virginia,45,1,0,54,VA,8535519,16,-21
921,Virginia,41,1,0,53,VA,8535519,15,-21
922,Virginia,30,0,0,52,VA,8535519,12,0
923,Virginia,18,0,0,51,VA,8535519,7,0
924,Virginia,9,0,0,50,VA,8535519,0,0
925,Virginia,9,0,0,49,VA,8535519,0,0
926,Virginia,7,0,0,48,VA,8535519,-1,0
927,Virginia,2,0,0,47,VA,8535519,-14,0
928,Virginia,1,0,0,46,VA,8535519,-21,0
929,North Carolina,4602,91,325,83,NC,10488084,60,21
930,North Carolina,4590,90,314,82,NC,10488084,60,21
931,North Carolina,4401,89,313,81,NC,10488084,60,21
932,North Carolina,4090,84,282,80,NC,10488084,59,20
933,North Carolina,3833,76,275,79,NC,10488084,59,19
934,North Carolina,3576,67,210,78,NC,10488084,58,18
935,North Carolina,3304,55,155,77,NC,10488084,57,16
936,North Carolina,3054,45,121,76,NC,10488084,56,14
937,North Carolina,2660,40,86,75,NC,10488084,55,13
938,North Carolina,2516,34,61,74,NC,10488084,54,11
939,North Carolina,2336,29,40,73,NC,10488084,54,10
940,North Carolina,2041,21,37,72,NC,10488084,52,6
941,North Carolina,1754,15,5,71,NC,10488084,51,3
942,North Carolina,1561,12,0,70,NC,10488084,50,1
943,North Carolina,1346,8,0,69,NC,10488084,48,-2
944,North Carolina,1191,7,0,68,NC,10488084,47,-4
945,North Carolina,1062,5,0,67,NC,10488084,46,-7
946,North Carolina,911,5,0,66,NC,10488084,44,-7
947,North Carolina,749,3,0,65,NC,10488084,42,-12
948,North Carolina,621,2,0,64,NC,10488084,40,-16
949,North Carolina,507,0,0,63,NC,10488084,38,0
950,North Carolina,420,0,0,62,NC,10488084,36,0
951,North Carolina,311,0,0,61,NC,10488084,33,0
952,North Carolina,281,0,0,60,NC,10488084,32,0
953,North Carolina,189,0,0,59,NC,10488084,28,0
954,North Carolina,138,0,0,58,NC,10488084,25,0
955,North Carolina,92,0,0,57,NC,10488084,21,0
956,North Carolina,66,0,0,56,NC,10488084,18,0
957,North Carolina,41,0,0,55,NC,10488084,13,0
958,North Carolina,33,0,0,54,NC,10488084,11,0
959,North Carolina,26,0,0,53,NC,10488084,9,0
960,North Carolina,19,0,0,52,NC,10488084,5,0
961,North Carolina,17,0,0,51,NC,10488084,4,0
962,North Carolina,8,0,0,50,NC,10488084,-2,0
963,North Carolina,7,0,0,49,NC,10488084,-4,0
964,North Carolina,7,0,0,48,NC,10488084,-4,0
965,North Carolina,2,0,0,47,NC,10488084,-16,0
966,North Carolina,2,0,0,46,NC,10488084,-16,0
967,North Carolina,2,0,0,45,NC,10488084,-16,0
968,North Carolina,1,0,0,44,NC,10488084,-23,0
969,North Carolina,1,0,0,43,NC,10488084,-23,0
970,North Carolina,1,0,0,42,NC,10488084,-23,0
971,Missouri,4272,118,191,83,MO,6137428,65,29
972,Missouri,4272,118,191,82,MO,6137428,65,29
973,Missouri,4108,116,184,81,MO,6137428,65,29
974,Missouri,3897,99,108,80,MO,6137428,64,27
975,Missouri,3432,93,96,79,MO,6137428,63,27
976,Missouri,3393,93,74,78,MO,6137428,63,27
977,Missouri,3209,86,69,77,MO,6137428,62,26
978,Missouri,2736,62,68,76,MO,6137428,60,23
979,Missouri,2466,47,61,75,MO,6137428,59,20
980,Missouri,2344,43,33,74,MO,6137428,59,19
981,Missouri,2155,33,28,73,MO,6137428,58,16
982,Missouri,1860,22,28,72,MO,6137428,57,12
983,Missouri,1672,22,28,71,MO,6137428,56,12
984,Missouri,1407,15,0,70,MO,6137428,54,8
985,Missouri,1110,13,0,69,MO,6137428,51,7
986,Missouri,923,13,0,68,MO,6137428,50,7
987,Missouri,840,10,0,67,MO,6137428,49,4
988,Missouri,686,9,0,66,MO,6137428,47,3
989,Missouri,530,9,0,65,MO,6137428,44,3
990,Missouri,358,8,0,64,MO,6137428,40,2
991,Missouri,286,8,0,63,MO,6137428,38,2
992,Missouri,195,4,0,62,MO,6137428,34,-4
993,Missouri,144,3,0,61,MO,6137428,31,-7
994,Missouri,86,3,0,60,MO,6137428,26,-7
995,Missouri,73,3,0,59,MO,6137428,24,-7
996,Missouri,41,1,0,58,MO,6137428,18,-18
997,Missouri,24,1,0,57,MO,6137428,13,-18
998,Missouri,15,0,0,56,MO,6137428,8,0
999,Missouri,8,0,0,55,MO,6137428,2,0
1000,Missouri,5,0,0,54,MO,6137428,-2,0
1001,Missouri,5,0,0,53,MO,6137428,-2,0
1002,Missouri,4,0,0,52,MO,6137428,-4,0
1003,Missouri,2,0,0,51,MO,6137428,-11,0
1004,Missouri,1,0,0,50,MO,6137428,-18,0
1005,Missouri,1,0,0,49,MO,6137428,-18,0
1006,Missouri,1,0,0,48,MO,6137428,-18,0
1007,Missouri,1,0,0,47,MO,6137428,-18,0
1008,Missouri,1,0,0,46,MO,6137428,-18,0
1009,Alabama,3583,93,0,83,AL,4903185,65,29
1010,Alabama,3583,93,0,82,AL,4903185,65,29
1011,Alabama,3262,93,0,81,AL,4903185,65,29
1012,Alabama,3008,80,0,80,AL,4903185,64,27
1013,Alabama,2838,78,0,79,AL,4903185,63,27
1014,Alabama,2499,67,0,78,AL,4903185,62,26
1015,Alabama,2197,64,0,77,AL,4903185,61,25
1016,Alabama,2006,53,0,76,AL,4903185,60,23
1017,Alabama,1827,45,0,75,AL,4903185,59,22
1018,Alabama,1633,44,0,74,AL,4903185,58,21
1019,Alabama,1535,38,0,73,AL,4903185,57,20
1020,Alabama,1270,32,0,72,AL,4903185,55,18
1021,Alabama,1107,28,0,71,AL,4903185,54,17
1022,Alabama,993,23,0,70,AL,4903185,53,15
1023,Alabama,947,11,0,69,AL,4903185,52,8
1024,Alabama,830,10,0,68,AL,4903185,51,7
1025,Alabama,721,9,0,67,AL,4903185,49,6
1026,Alabama,639,4,0,66,AL,4903185,48,-2
1027,Alabama,531,1,0,65,AL,4903185,46,-15
1028,Alabama,386,1,0,64,AL,4903185,43,-15
1029,Alabama,242,0,0,63,AL,4903185,38,0
1030,Alabama,196,0,0,62,AL,4903185,36,0
1031,Alabama,157,0,0,61,AL,4903185,34,0
1032,Alabama,131,0,0,60,AL,4903185,32,0
1033,Alabama,106,0,0,59,AL,4903185,30,0
1034,Alabama,78,0,0,58,AL,4903185,27,0
1035,Alabama,52,0,0,57,AL,4903185,23,0
1036,Alabama,39,0,0,56,AL,4903185,20,0
1037,Alabama,29,0,0,55,AL,4903185,17,0
1038,Alabama,22,0,0,54,AL,4903185,15,0
1039,Alabama,9,0,0,53,AL,4903185,6,0
1040,Alabama,5,0,0,52,AL,4903185,0,0
1041,Arizona,3542,115,3,83,AZ,7278717,61,27
1042,Arizona,3542,115,3,82,AZ,7278717,61,27
1043,Arizona,3393,108,3,81,AZ,7278717,61,26
1044,Arizona,3112,97,3,80,AZ,7278717,60,25
1045,Arizona,3018,89,3,79,AZ,7278717,60,25
1046,Arizona,2726,80,3,78,AZ,7278717,59,23
1047,Arizona,2575,73,3,77,AZ,7278717,58,23
1048,Arizona,2456,65,3,76,AZ,7278717,58,21
1049,Arizona,2269,64,3,75,AZ,7278717,57,21
1050,Arizona,2019,52,3,74,AZ,7278717,56,19
1051,Arizona,1769,41,3,73,AZ,7278717,54,17
1052,Arizona,1598,32,3,72,AZ,7278717,53,14
1053,Arizona,1413,29,3,71,AZ,7278717,52,13
1054,Arizona,1289,24,1,70,AZ,7278717,51,11
1055,Arizona,1157,20,1,69,AZ,7278717,50,10
1056,Arizona,919,17,1,68,AZ,7278717,48,8
1057,Arizona,773,15,1,67,AZ,7278717,46,7
1058,Arizona,665,13,1,66,AZ,7278717,45,5
1059,Arizona,508,8,1,65,AZ,7278717,42,0
1060,Arizona,401,6,1,64,AZ,7278717,40,-1
1061,Arizona,326,5,1,63,AZ,7278717,38,-3
1062,Arizona,235,3,1,62,AZ,7278717,34,-8
1063,Arizona,152,2,1,61,AZ,7278717,30,-12
1064,Arizona,104,1,1,60,AZ,7278717,26,-19
1065,Arizona,79,1,1,59,AZ,7278717,23,-19
1066,Arizona,47,0,1,58,AZ,7278717,18,0
1067,Arizona,29,0,1,57,AZ,7278717,13,0
1068,Arizona,20,0,1,56,AZ,7278717,10,0
1069,Arizona,18,0,1,55,AZ,7278717,9,0
1070,Arizona,13,0,1,54,AZ,7278717,5,0
1071,Arizona,12,0,1,53,AZ,7278717,4,0
1072,Arizona,10,0,1,52,AZ,7278717,3,0
1073,Arizona,9,0,1,51,AZ,7278717,2,0
1074,Arizona,9,0,1,50,AZ,7278717,2,0
1075,Arizona,6,0,1,49,AZ,7278717,-1,0
1076,Arizona,6,0,1,48,AZ,7278717,-1,0
1077,Arizona,5,0,1,47,AZ,7278717,-3,0
1078,Arizona,5,0,1,46,AZ,7278717,-3,0
1079,Arizona,3,0,1,45,AZ,7278717,-8,0
1080,Arizona,2,0,1,44,AZ,7278717,-12,0
1081,Arizona,2,0,1,43,AZ,7278717,-12,0
1082,Arizona,2,0,1,42,AZ,7278717,-12,0
1083,Arizona,1,0,1,41,AZ,7278717,-19,0
1084,Arizona,1,0,1,40,AZ,7278717,-19,0
1085,Arizona,1,0,1,39,AZ,7278717,-19,0
1086,Arizona,1,0,1,38,AZ,7278717,-19,0
1087,Arizona,1,0,1,37,AZ,7278717,-19,0
1088,Arizona,1,0,0,36,AZ,7278717,-19,0
1089,Arizona,1,0,0,35,AZ,7278717,-19,0
1090,Arizona,1,0,0,34,AZ,7278717,-19,0
1091,Arizona,1,0,0,33,AZ,7278717,-19,0
1092,Arizona,1,0,0,32,AZ,7278717,-19,0
1093,Arizona,1,0,0,31,AZ,7278717,-19,0
1094,Arizona,1,0,0,30,AZ,7278717,-19,0
1095,Arizona,1,0,0,29,AZ,7278717,-19,0
1096,Arizona,1,0,0,28,AZ,7278717,-19,0
1097,Arizona,1,0,0,27,AZ,7278717,-19,0
1098,Arizona,1,0,0,26,AZ,7278717,-19,0
1099,Arizona,1,0,0,25,AZ,7278717,-19,0
1100,Arizona,1,0,0,24,AZ,7278717,-19,0
1101,Arizona,1,0,0,23,AZ,7278717,-19,0
1102,Arizona,1,0,0,22,AZ,7278717,-19,0
1103,Arizona,1,0,0,21,AZ,7278717,-19,0
1104,Arizona,1,0,0,20,AZ,7278717,-19,0
1105,Arizona,1,0,0,19,AZ,7278717,-19,0
1106,Arizona,1,0,0,18,AZ,7278717,-19,0
1107,Arizona,1,0,0,17,AZ,7278717,-19,0
1108,Arizona,1,0,0,16,AZ,7278717,-19,0
1109,Arizona,1,0,0,15,AZ,7278717,-19,0
1110,Arizona,1,0,0,14,AZ,7278717,-19,0
1111,Arizona,1,0,0,13,AZ,7278717,-19,0
1112,Arizona,1,0,0,12,AZ,7278717,-19,0
1113,Arizona,1,0,0,11,AZ,7278717,-19,0
1114,Arizona,1,0,0,10,AZ,7278717,-19,0
1115,Arizona,1,0,0,9,AZ,7278717,-19,0
1116,Arizona,1,0,0,8,AZ,7278717,-19,0
1117,Arizona,1,0,0,7,AZ,7278717,-19,0
1118,Arizona,1,0,0,6,AZ,7278717,-19,0
1119,Arizona,1,0,0,5,AZ,7278717,-19,0
1120,Wisconsin,3341,144,84,83,WI,5822434,63,32
1121,Wisconsin,3341,144,84,82,WI,5822434,63,32
1122,Wisconsin,3213,137,84,81,WI,5822434,63,31
1123,Wisconsin,3068,128,84,80,WI,5822434,62,30
1124,Wisconsin,2890,111,84,79,WI,5822434,62,29
1125,Wisconsin,2812,103,65,78,WI,5822434,61,28
1126,Wisconsin,2578,92,1,77,WI,5822434,60,27
1127,Wisconsin,2511,85,1,76,WI,5822434,60,26
1128,Wisconsin,2320,75,1,75,WI,5822434,59,25
1129,Wisconsin,2128,60,1,74,WI,5822434,59,23
1130,Wisconsin,2012,51,1,73,WI,5822434,58,21
1131,Wisconsin,1748,38,1,72,WI,5822434,57,18
1132,Wisconsin,1573,28,1,71,WI,5822434,55,15
1133,Wisconsin,1412,25,1,70,WI,5822434,54,14
1134,Wisconsin,1285,24,1,69,WI,5822434,53,14
1135,Wisconsin,1164,18,1,68,WI,5822434,52,11
1136,Wisconsin,1055,17,1,67,WI,5822434,51,10
1137,Wisconsin,926,14,1,66,WI,5822434,50,8
1138,Wisconsin,728,10,1,65,WI,5822434,48,5
1139,Wisconsin,635,7,1,64,WI,5822434,46,1
1140,Wisconsin,481,5,1,63,WI,5822434,44,-1
1141,Wisconsin,425,5,1,62,WI,5822434,42,-1
1142,Wisconsin,383,4,1,61,WI,5822434,41,-3
1143,Wisconsin,282,4,1,60,WI,5822434,38,-3
1144,Wisconsin,219,3,1,59,WI,5822434,36,-6
1145,Wisconsin,160,2,1,58,WI,5822434,33,-10
1146,Wisconsin,111,0,1,57,WI,5822434,29,0
1147,Wisconsin,90,0,1,56,WI,5822434,27,0
1148,Wisconsin,48,0,1,55,WI,5822434,21,0
1149,Wisconsin,34,0,1,54,WI,5822434,17,0
1150,Wisconsin,27,0,1,53,WI,5822434,15,0
1151,Wisconsin,19,0,1,52,WI,5822434,11,0
1152,Wisconsin,8,0,1,51,WI,5822434,3,0
1153,Wisconsin,6,0,1,50,WI,5822434,0,0
1154,Wisconsin,3,0,1,49,WI,5822434,-6,0
1155,Wisconsin,2,0,1,48,WI,5822434,-10,0
1156,Wisconsin,1,0,1,47,WI,5822434,-17,0
1157,Wisconsin,1,0,1,46,WI,5822434,-17,0
1158,Wisconsin,1,0,1,45,WI,5822434,-17,0
1159,Wisconsin,1,0,1,44,WI,5822434,-17,0
1160,Wisconsin,1,0,0,43,WI,5822434,-17,0
1161,Wisconsin,1,0,0,42,WI,5822434,-17,0
1162,Wisconsin,1,0,0,41,WI,5822434,-17,0
1163,Wisconsin,1,0,0,40,WI,5822434,-17,0
1164,Wisconsin,1,0,0,39,WI,5822434,-17,0
1165,Wisconsin,1,0,0,38,WI,5822434,-17,0
1166,Wisconsin,1,0,0,37,WI,5822434,-17,0
1167,Wisconsin,1,0,0,36,WI,5822434,-17,0
1168,Wisconsin,1,0,0,35,WI,5822434,-17,0
1169,Wisconsin,1,0,0,34,WI,5822434,-17,0
1170,Wisconsin,1,0,0,33,WI,5822434,-17,0
1171,Wisconsin,1,0,0,32,WI,5822434,-17,0
1172,Wisconsin,1,0,0,31,WI,5822434,-17,0
1173,Wisconsin,1,0,0,30,WI,5822434,-17,0
1174,Wisconsin,1,0,0,29,WI,5822434,-17,0
1175,Wisconsin,1,0,0,28,WI,5822434,-17,0
1176,WI,1,0,0,27,WI,5822434,-17,0
1177,WI,1,0,0,26,WI,5822434,-17,0
1178,WI,1,0,0,25,WI,5822434,-17,0
1179,WI,1,0,0,24,WI,5822434,-17,0
1180,WI,1,0,0,23,WI,5822434,-17,0
1181,WI,1,0,0,22,WI,5822434,-17,0
1182,WI,1,0,0,21,WI,5822434,-17,0
1183,WI,1,0,0,20,WI,5822434,-17,0
1184,WI,1,0,0,19,WI,5822434,-17,0
1185,WI,1,0,0,18,WI,5822434,-17,0
1186,WI,1,0,0,17,WI,5822434,-17,0
1187,WI,1,0,0,16,WI,5822434,-17,0
1188,WI,1,0,0,15,WI,5822434,-17,0
1189,South Carolina,3320,82,0,83,SC,5148714,64,27
1190,South Carolina,3320,82,0,82,SC,5148714,64,27
1191,South Carolina,3211,80,0,81,SC,5148714,64,27
1192,South Carolina,3067,72,0,80,SC,5148714,63,26
1193,South Carolina,2793,67,0,79,SC,5148714,62,25
1194,South Carolina,2552,63,0,78,SC,5148714,62,25
1195,South Carolina,2417,51,0,77,SC,5148714,61,22
1196,South Carolina,2232,48,0,76,SC,5148714,60,22
1197,South Carolina,2049,44,0,75,SC,5148714,59,21
1198,South Carolina,1917,40,0,74,SC,5148714,59,20
1199,South Carolina,1700,34,0,73,SC,5148714,57,18
1200,South Carolina,1554,31,0,72,SC,5148714,57,17
1201,South Carolina,1293,26,0,71,SC,5148714,55,16
1202,South Carolina,1083,22,0,70,SC,5148714,53,14
1203,South Carolina,925,18,0,69,SC,5148714,51,12
1204,South Carolina,774,16,0,68,SC,5148714,50,11
1205,South Carolina,661,15,0,67,SC,5148714,48,10
1206,South Carolina,542,13,0,66,SC,5148714,46,9
1207,South Carolina,456,9,0,65,SC,5148714,44,5
1208,South Carolina,424,7,0,64,SC,5148714,44,3
1209,South Carolina,342,7,0,63,SC,5148714,41,3
1210,South Carolina,298,5,0,62,SC,5148714,40,0
1211,South Carolina,196,3,0,61,SC,5148714,36,-5
1212,South Carolina,174,3,0,60,SC,5148714,35,-5
1213,South Carolina,126,3,0,59,SC,5148714,31,-5
1214,South Carolina,81,1,0,58,SC,5148714,27,-16
1215,South Carolina,60,1,0,57,SC,5148714,24,-16
1216,South Carolina,47,1,0,56,SC,5148714,22,-16
1217,South Carolina,34,1,0,55,SC,5148714,18,-16
1218,South Carolina,28,0,0,54,SC,5148714,16,0
1219,South Carolina,19,0,0,53,SC,5148714,13,0
1220,South Carolina,13,0,0,52,SC,5148714,9,0
1221,South Carolina,12,0,0,51,SC,5148714,8,0
1222,South Carolina,10,0,0,50,SC,5148714,6,0
1223,South Carolina,9,0,0,49,SC,5148714,5,0
1224,South Carolina,7,0,0,48,SC,5148714,3,0
1225,South Carolina,6,0,0,47,SC,5148714,1,0
1226,South Carolina,2,0,0,46,SC,5148714,-9,0
1227,Nevada,2836,114,994,83,NV,3080156,68,36
1228,Nevada,2836,112,994,82,NV,3080156,68,35
1229,Nevada,2747,111,994,81,NV,3080156,67,35
1230,Nevada,2603,102,868,80,NV,3080156,67,34
1231,Nevada,2456,81,48,79,NV,3080156,66,32
1232,Nevada,2318,72,48,78,NV,3080156,66,31
1233,Nevada,2131,72,38,77,NV,3080156,65,31
1234,Nevada,1970,46,36,76,NV,3080156,64,27
1235,Nevada,1855,46,36,75,NV,3080156,64,27
1236,Nevada,1742,46,29,74,NV,3080156,63,27
1237,Nevada,1559,43,29,73,NV,3080156,62,26
1238,Nevada,1484,38,26,72,NV,3080156,61,25
1239,Nevada,1279,32,10,71,NV,3080156,60,23
1240,Nevada,1138,26,0,70,NV,3080156,59,21
1241,Nevada,1008,17,0,69,NV,3080156,57,17
1242,Nevada,920,15,0,68,NV,3080156,56,15
1243,Nevada,738,14,0,67,NV,3080156,54,15
1244,Nevada,544,10,0,66,NV,3080156,51,11
1245,Nevada,430,10,0,65,NV,3080156,49,11
1246,Nevada,323,6,0,64,NV,3080156,46,6
1247,Nevada,278,4,0,63,NV,3080156,45,2
1248,Nevada,263,4,0,62,NV,3080156,44,2
1249,Nevada,190,2,0,61,NV,3080156,41,-4
1250,Nevada,157,2,0,60,NV,3080156,39,-4
1251,Nevada,161,2,0,59,NV,3080156,39,-4
1252,Nevada,95,1,0,58,NV,3080156,34,-11
1253,Nevada,84,1,0,57,NV,3080156,33,-11
1254,Nevada,56,1,0,56,NV,3080156,29,-11
1255,Nevada,45,1,0,55,NV,3080156,26,-11
1256,Nevada,26,0,0,54,NV,3080156,21,0
1257,Nevada,21,0,0,53,NV,3080156,19,0
1258,Nevada,20,0,0,52,NV,3080156,18,0
1259,Nevada,11,0,0,51,NV,3080156,12,0
1260,Nevada,7,0,0,50,NV,3080156,8,0
1261,Nevada,4,0,0,49,NV,3080156,2,0
1262,Nevada,4,0,0,48,NV,3080156,2,0
1263,Nevada,4,0,0,47,NV,3080156,2,0
1264,Nevada,2,0,0,46,NV,3080156,-4,0
1265,Nevada,2,0,0,45,NV,3080156,-4,0
1266,Nevada,1,0,0,44,NV,3080156,-11,0
1267,Mississippi,2781,96,0,83,MS,2976149,68,34
1268,Mississippi,2781,96,0,82,MS,2976149,68,34
1269,Mississippi,2642,93,0,81,MS,2976149,67,34
1270,Mississippi,2469,82,0,80,MS,2976149,67,33
1271,Mississippi,2260,76,0,79,MS,2976149,66,32
1272,Mississippi,2003,67,0,78,MS,2976149,65,31
1273,Mississippi,1915,60,0,77,MS,2976149,64,30
1274,Mississippi,1738,51,0,76,MS,2976149,63,28
1275,Mississippi,1638,43,0,75,MS,2976149,63,26
1276,Mississippi,1455,35,0,74,MS,2976149,61,24
1277,Mississippi,1358,29,0,73,MS,2976149,61,22
